Time,Value,DC
1443479580,15056.80556,S
1443479880,13892.40611,S
1443479940,13775.08214,S
1443480120,14279.14028,S
1443480180,14155.69444,S
1443480480,13505.35167,S
1443480540,13568.52389,S
1443480840,13517.29889,S
1443480900,13199.24286,S
1443481200,12456.08452,S
1443481260,12006.65714,S
1443481560,13093.02611,S
1443481620,12984.86222,S
1443481920,12770.76333,S
1443481980,12484.01468,S
1443482280,12428.62302,S
1443482340,12308.22024,S
1443482640,12456.57825,S
1443482700,12376.01,S
1443483000,12386.70722,S
1443483060,12018.88492,S
1443483360,12337.15944,S
1443483420,12284.76778,S
1443483720,12173.30556,S
1443483780,12189.38056,S
1443484080,11626.70278,S
1443484140,11651.34365,S
1443484440,11217.27976,S
1443484500,11483.05556,S
1443484800,10537.67,S
1443484860,10457.21167,S
1443485160,11067.19222,S
1443485220,10477.94921,S
1443485520,11383.76611,S
1443485880,11606.53333,S
1443486240,12923.86111,S
1443486600,13752.15833,S
1443486660,13361.3754,S
1443486960,13489.67778,S
1443487320,13294.47222,S
1443487680,13245.39444,S
1443487740,12928.32579,S
1443488040,13142.24246,S
1443488100,12689.77817,S
1443488400,12199.07619,S
1443488460,12194.23056,S
1443488760,12904.33056,S
1443488820,12884.525,S
1443489120,13017.98389,S
1443489480,14273.77333,S
1443489540,13198.24762,S
1443489840,13472.30317,S
1443489900,13421.1619,S
1443490200,13752.32444,S
1443490560,14491.81667,S
1443490620,13547.84524,S
1443490920,14153.97746,S
1443490980,14236.87667,S
1443491280,13277.16556,S
1443491340,13140.01389,S
1443491640,13367.80556,S
1443491700,13352.81429,S
1443492000,11765.13167,S
1443492060,11760.67056,S
1443492360,12690.61944,S
1443492420,12374.99683,S
1443492720,12849.04778,S
1443493080,13371.82,S
1443493140,12754.84286,S
1443493440,12684.475,S
1443493800,12417.87833,S
1443493860,12376.14405,S
1443494160,12225.91071,S
1443494220,12152.30079,S
1443494520,12206.8119,S
1443494580,12206.51548,S
1443494880,11643.72722,S
1443494940,11616.99667,S
1443495240,12079.56056,S
1443495300,11756.47302,S
1443495600,10531.15992,S
1443495660,10632.97222,S
1443495960,10023.17,S
1443496020,10018.47556,S
1443496320,10767.41444,S
1443496380,10304.64802,S
1443496680,10568.62381,S
1443496740,10611.34722,S
1443497040,10665.24167,S
1443497100,9951.32619,S
1443497400,10330.15444,S
1443497760,10877.46167,S
1443497820,10495.05357,S
1443498120,10287.3,S
1443498480,10310.41389,S
1443498840,9845.172222,S
1443498900,9809.940079,S
1443499200,8941.667857,S
1443499260,8853.614286,S
1443499560,8550.262778,S
1443499620,8488.451667,S
1443499920,7991.025,S
1443500280,8354.566431,S
1443500340,8090.229923,S
1443500640,8039.35627,S
1443500700,8056.592778,S
1443501000,8068.728889,S
1443501060,8082.113095,S
1443501360,6802.755159,S
1443501420,6932.65,S
1443501720,7182.85,S
1443501780,7121.622222,S
1443502140,7210.369444,S
1443502440,7611.354206,S
1443502500,7384.460556,S
1443502800,6166.24,S
1443502860,6233.753889,S
1443503160,6249.684444,S
1443503220,6223.603889,S
1443503520,6198.431667,S
1443503580,6170.614286,S
1443503880,5618.21,S
1443504240,5527.290556,S
1443504300,5403.162302,S
1443504600,5554.578968,S
1443504660,5423.677381,S
1443504960,5305.91,S
1443505320,5433.404444,S
1443505380,5067.187302,S
1443505680,4869.939762,S
1443505740,4865.521111,S
1443506040,4645.349125,S
1443506100,4634.733808,S
1443506400,4061.663968,S
1443506460,4022.918333,S
1443506760,4264.648732,S
1443506820,4266.170954,S
1443507120,4138.024814,S
1443507180,4109.623624,S
1443507480,4132.937698,S
1443507540,4037.725736,S
1443507840,3988.686847,S
1443507900,3995.09246,S
1443508200,3923.213333,S
1443508560,3680.438333,S
1443508620,3603.829762,S
1443508920,3555.415714,S
1443508980,3558.949426,S
1443509280,3210.645556,S
1443509640,3245.663889,S
1443510000,2932.483333,S
1443510060,2893.598413,S
1443510360,2938.093889,S
1443510720,2823.832778,S
1443510780,2760.648413,S
1443511080,2677.975635,S
1443511140,2680.068889,S
1443511440,2611.991111,S
1443511500,2633.23254,S
1443511800,2401.293016,S
1443511860,2397.583889,S
1443512160,2198.099705,S
1443512220,2197.352483,S
1443512520,2204.956111,S
1443512880,2184.25,S
1443513240,2226.952778,S
1443513300,2162.724603,S
1443513600,1942.075952,S
1443513660,1976.325556,S
1443513960,2036.253816,S
1443514020,2027.18715,S
1443514320,1979.466667,S
1443514380,1977.702778,S
1443514680,1790.816667,S
1443514740,1793.713889,S
1443515040,1782.046667,S
1443515100,1758.572222,S
1443515400,1674.781111,S
1443515760,1790.27,S
1443515820,1730.813492,S
1443516120,1661.243968,S
1443516180,1667.817778,S
1443516480,1600.265556,S
1443516840,1651.098889,S
1443516900,1606.361508,S
1443517200,1455.040215,S
1443517260,1458.06323,S
1443517560,1571.203889,S
1443517620,1546.138095,S
1443517920,1434.963492,S
1443517980,1439.630556,S
1443518280,1547.113889,S
1443518340,1549.925,S
1443518640,1645.858889,S
1443518700,1642.57,S
1443519000,1691.417222,S
1443519060,1617.578968,S
1443519360,1727.956111,S
1443519420,1726.375556,S
1443519720,1669.473333,S
1443519780,1626.639683,S
1443520080,1555.741667,S
1443520440,1633.638333,S
1443520500,1616.865476,S
1443520800,1586.887698,S
1443520860,1577.721825,S
1443521160,1699.346825,S
1443521220,1614.571429,S
1443521520,1665.952778,S
1443521580,1666.388889,S
1443521880,1810.203333,S
1443521940,1800.336905,S
1443522240,1762.075436,S
1443522300,1791.452008,S
1443522600,1690.080144,S
1443522660,1684.751587,S
1443522960,1782.071032,S
1443523020,1708.307143,S
1443523320,2091.295535,S
1443523380,2091.298313,S
1443523680,2045.630556,S
1443524040,2178.662778,S
1443524100,2174.545635,S
1443524400,2372.962302,S
1443524460,2355.911111,S
1443524760,2300.485397,S
1443524820,2326.573889,S
1443525120,2383.482222,S
1443525180,2375.298413,S
1443525480,2610.299444,S
1443525540,2608.793889,S
1443525840,2855.726111,S
1443525900,2849.900794,S
1443526200,2966.173016,S
1443526260,2924.357143,S
1443526560,2982.161508,S
1443526620,3006.327778,S
1443526920,3048.02,S
1443526980,3128.492222,S
1443527280,3240.228333,S
1443527640,3566.84,S
1443527700,3529.652381,S
1443528000,3416.409286,S
1443528060,3430.972778,S
1443528360,3501.533889,S
1443528420,3373.662302,S
1443528720,3661.079841,S
1443528780,3662.785,S
1443529080,4018.275,S
1443529140,4016.475,S
1443529440,4376.15,S
1443529500,4346.18373,S
1443529800,4235.518016,S
1443529860,4259.383889,S
1443530160,4489.748889,S
1443530220,4511.993333,S
1443530520,5065.712778,S
1443530580,5074.615556,S
1443530880,5484.682222,S
1443530940,5502.224206,S
1443531240,5591.838095,S
1443531300,5554.464286,S
1443531600,6014.304444,S
1443531660,6018.576667,S
1443531960,5849.755556,S
1443532020,5816.825,S
1443532320,6075.908889,S
1443532680,6307.667222,S
1443532740,6278.913492,S
1443533040,6439.508651,S
1443533100,6455.542778,S
1443533400,6794.837222,S
1443533460,6887.661905,S
1443533760,7241.516667,S
1443533820,7235.422222,S
1443534120,7951.817222,S
1443534180,7931.476587,S
1443534480,7752.42381,S
1443534540,7484.417857,S
1443534840,8701.207143,S
1443534900,8529.816667,S
1443535200,7856.795,S
1443535260,7980.12,S
1443535560,7866.953333,S
1443535620,7331.309921,S
1443535920,8212.178333,S
1443535980,8204.889444,S
1443536280,8919.497778,S
1443536340,-249490.2596,S
1443536640,-201545.4414,S
1443536700,14043.93991,S
1443537000,14075.12325,S
1443537060,12938.80955,S
1443537360,13694.03781,S
1443537420,14919.89056,S
1443537720,14593.78,S
1443537780,15506.90222,S
1443538080,15625.59778,S
1443538140,14781.65595,S
1443538440,15227.62817,S
1443538500,15204.90556,S
1443538800,15476.34722,S
1443538860,14925.19405,S
1443539160,15044.61349,S
1443539220,15333.22024,S
1443539520,15355.96499,S
1443539580,15729.44277,S
1443539880,15054.10444,S
1443539940,16373.25722,S
1443540240,17117.31885,S
1443540300,17099.15496,S
1443540600,17483.4133,S
1443540660,16258.43611,S
1443540960,16089.39722,S
1443541020,17023.24802,S
1443541320,17925.15333,S
1443406020,1370.261114,A
1443406380,1462.375003,A
1443406740,1528.769444,A
1443407100,1559.722222,A
1443407460,1570.575,A
1443407820,1587.511111,A
1443408180,1629.044444,A
1443408540,1585.072222,A
1443408900,1696.822222,A
1443409260,1320.125,A
1443409620,1390.808333,A
1443409980,1600.055556,A
1443410340,1671.602778,A
1443410700,1655.388889,A
1443411060,1698.833333,A
1443411420,1797.252778,A
1443411780,1940.622222,A
1443412140,1970.2,A
1443412500,2208.961111,A
1443412860,1502.866667,A
1443413220,2129.594444,A
1443413580,2407.608333,A
1443413940,2843.133333,A
1443414300,2827.838889,A
1443414660,3019.341667,A
1443415020,3173.502778,A
1443415380,3332.077778,A
1443415740,3613.072222,A
1443416100,3508.655556,A
1443416460,1359.430556,A
1443416820,3589.852778,A
1443417180,4311.177778,A
1443417540,4504.9,A
1443417900,4554.519444,A
1443418260,4263.291667,A
1443418560,4306.93,A
1443418620,4540.188333,A
1443418980,4585.399603,A
1443419280,4618.887222,A
1443419340,4152.892778,A
1443419700,3945.283333,A
1443420060,2235.202778,A
1443420420,4504.769444,A
1443420780,4842.197222,A
1443421140,5154.766667,A
1443421500,4796.883333,A
1443421860,5094.041667,A
1443422220,4787.916667,A
1443422580,4986.622222,A
1443422940,4686.286111,A
1443423300,4107.977778,A
1443423660,1809.680556,A
1443424020,3628.838889,A
1443424380,4118.411111,A
1443424740,4041.011111,A
1443425100,4427.705556,A
1443425460,4490.252778,A
1443425820,4013.969444,A
1443426180,4097.95,A
1443426480,4095.993333,A
1443426540,4380.657222,A
1443426900,4276.904762,A
1443427260,2316.336111,A
1443427620,2993.308333,A
1443427980,3491.586111,A
1443428340,3776.372222,A
1443428700,3815.736111,A
1443429000,3826.012778,A
1443429060,3852.993333,A
1443429420,3999.617064,A
1443429720,4024.697064,A
1443429780,3878.327222,A
1443430080,3882.021667,A
1443430140,3834.08,A
1443430500,3571.409127,A
1443430560,3465.300397,A
1443430860,2175.120833,A
1443431220,4068.865278,A
1443431580,4558.226389,A
1443431640,4562.596627,A
1443431880,4568.729405,A
1443431940,4359.253611,A
1443432240,4355.170833,A
1443432300,4379.004861,A
1443432660,4380.248413,A
1443432960,4398.892222,A
1443433020,4327.097778,A
1443433380,4305.392064,A
1443433740,4070.671296,A
1443434100,4014,A
1443434460,2397.130556,A
1443434820,3403.666667,A
1443435180,4166.733333,A
1443435540,3874.795833,A
1443435900,3765.506944,A
1443436260,3916.6375,A
1443436560,3929.958611,A
1443436620,3742.797963,A
1443436980,4042.779233,A
1443437280,4069.674074,A
1443437340,3898.794444,A
1443437700,3670.624206,A
1443438060,2091.444444,A
1443438420,3075.608333,A
1443438780,3638.394444,A
1443439140,3902.611111,A
1443439500,3917.311111,A
1443439860,3992.813889,A
1443440220,3910.236111,A
1443440580,3966,A
1443440940,3949.67037,A
1443441300,3640.808333,A
1443441660,2756.583333,A
1443442020,4141.080556,A
1443442380,4583.4,A
1443442680,4585.859444,A
1443442740,4292.837222,A
1443443100,4618.699206,A
1443443460,4701.216667,A
1443443820,4483.786111,A
1443444180,4593.702778,A
1443444480,4622.207778,A
1443444540,4410.418889,A
1443444900,4092.772222,A
1443445260,2375.227778,A
1443445620,3523.45,A
1443445980,3770.477778,A
1443446340,3741.877778,A
1443446640,3770.168333,A
1443446700,3674.96,A
1443447060,3759.547619,A
1443447420,3671.308333,A
1443447480,3674.028968,A
1443447780,3643.536944,A
1443448140,3726.1375,A
1443448500,3602.393056,A
1443448860,2673.426852,A
1443449220,3445.752778,A
1443449580,3669.958333,A
1443449940,3880.711111,A
1443450000,3873.815079,A
1443450300,3527.379444,A
1443450660,4036.766944,A
1443450720,3988.368452,A
1443451020,3668.001667,A
1443451380,4240.158333,A
1443451740,4015.188889,A
1443452100,3700.725,A
1443452160,3519.296429,A
1443452460,3075.804762,A
1443452520,3022.265079,A
1443452820,3867.041667,A
1443453180,4229.672778,A
1443453240,4139.798016,A
1443453540,4175.588889,A
1443453900,4067.666111,A
1443454260,3985.858333,A
1443454620,4030.644444,A
1443454680,4007.489683,A
1443454980,4106.127222,A
1443455340,3965.418889,A
1443455400,3928.434127,A
1443455700,3555.925556,A
1443456060,2710.347222,A
1443456360,2791.014444,A
1443456420,3517.829722,A
1443456780,4079.008532,A
1443457140,3842.488889,A
1443457440,3863.089444,A
1443457500,3464.642222,A
1443457860,3501.174008,A
1443458220,3263.018056,A
1443458280,3197.859325,A
1443458580,3325.422778,A
1443458940,3281.219444,A
1443459300,3195.525,A
1443459360,3168.611111,A
1443459660,2029.758333,A
1443459720,1924.769048,A
1443460020,2936.305159,A
1443460080,3149.873016,A
1443460320,3158.076905,A
1443460380,3309.02,A
1443460740,3314.105952,A
1443461100,3278.725,A
1443461460,3220.482222,A
1443461820,3223.611111,A
1443462180,3371.105556,A
1443462540,3512.947222,A
1443462600,3379.512698,A
1443462900,2888.967593,A
1443463260,2711.681481,A
1443463320,2484.301984,A
1443463560,2519.73754,A
1443463620,2968.205476,A
1443463980,3418.332547,A
1443464040,3378.670166,A
1443464340,3194.877222,A
1443464700,3275.385556,A
1443464760,3215.75119,A
1443465180,3281.622718,A
1443465240,3299.11088,A
1443465480,3315.965463,A
1443465540,3218.434907,A
1443465600,3381.995556,A
1443465840,3363.502778,A
1443465900,3374.013333,A
1443465960,3303.4175,A
1443466200,3296.759167,A
1443466260,3266.3275,A
1443466320,3435.767778,A
1443466620,3314.027698,A
1443466680,2789.433333,A
1443466980,2712.389683,A
1443467040,2464.016667,A
1443467340,2931.167778,A
1443467400,3410.065278,A
1443467700,3633.289167,A
1443467760,3579.204444,A
1443468000,3593.332222,A
1443468060,3429.643889,A
1443468120,3456.643889,A
1443468420,3549.451429,A
1443468480,3574.913492,A
1443468540,3569.561905,A
1443468780,3586.734921,A
1443468840,3395.125556,A
1443469140,3435.063333,A
1443469200,3511.961508,A
1443469500,3279.469365,A
1443469560,3578.212222,A
1443469860,3606.6,A
1443469920,3611.223148,A
1443470220,3105.727037,A
1443470280,2687.854815,A
1443470580,2624.118704,A
1443470640,2579.217063,A
1443470940,3131.347619,A
1443471000,3623.133333,A
1443471300,3803.450556,A
1443471360,3808.583889,A
1443471660,3981.292222,A
1443471720,3978.715476,A
1443472020,4071.411667,A
1443472080,4072.156111,A
1443472380,3884.833333,A
1443472440,3983.275,A
1443472740,4074.291667,A
1443472800,3864.511508,A
1443473100,4039.407857,A
1443473160,3675.120556,A
1443473460,3663.184444,A
1443473520,3715.176111,A
1443473820,3705.420556,A
1443473880,3204.285714,A
1443473940,3055.131746,A
1443474180,2894.469048,A
1443474240,2932.848333,A
1443474300,2998.773333,A
1443474540,3176.051667,A
1443474600,3545.198889,A
1443474660,3716.515238,A
1443474840,3746.820238,A
1443474900,3794.030794,A
1443474960,3773.280556,A
1443475260,3817.210952,A
1443475320,3823.116667,A
1443475620,3856.328254,A
1443475680,3825.498889,A
1443475980,3888.487778,A
1443476040,3687.526667,A
1443476340,3656.793333,A
1443476400,3670.680159,A
1443476460,3660.348413,A
1443476700,3666.925476,A
1443476760,3400.419444,A
1443477060,3498.075,A
1443477120,3234.544444,A
1443477420,3214.391667,A
1443477480,3023.091667,A
1443477540,2904.126984,A
1443477780,2714.690873,A
1443477840,3075.159524,A
1443477900,3091.201984,A
1443478140,3684.90254,A
1443478200,4173.321797,A
1443478440,4186.534574,A
1443478500,4155.482273,A
1443478560,4092.477828,A
1443478860,4279.947511,A
1443478920,4747.454365,A
1443479220,4905.448016,A
1443479280,4782.680159,A
1443479580,4735.337778,A
1443479640,4523.537778,A
1443479940,4340.571111,A
1443480000,4334.738294,A
1443480180,4092.291667,A
1443480540,3885.962963,A
1443480900,3582.919444,A
1443481260,2427.144444,A
1443481320,2073.266667,A
1443481620,3079.823333,A
1443481980,3368.986111,A
1443482340,3506.422222,A
1443482400,3459.011905,A
1443482700,3236.581389,A
1443483060,3252.988333,A
1443483120,3229.172222,A
1443483420,2903.816111,A
1443483780,2710.230556,A
1443484140,2619.283333,A
1443484500,2436.269444,A
1443484860,1626.605556,A
1443485220,2163.197222,A
1443485520,2189.890556,A
1443485580,2184.676667,A
1443485880,2165.766111,A
1443485940,2206.153968,A
1443486240,2211.153968,A
1443486300,2138.627778,A
1443486660,2186.184524,A
1443486960,2187.208333,A
1443487020,1914.975,A
1443487320,1912.8,A
1443487380,1922.727579,A
1443487740,1918.66131,A
1443488100,1871.856944,A
1443488160,1839.293452,A
1443488460,1585.646667,A
1443488820,1729.025,A
1443489180,1753.308333,A
1443489540,1787.038889,A
1443489900,1743.32037,A
1443490260,1585.011111,A
1443490620,1662.766667,A
1443490980,1545.727778,A
1443491340,1512.775,A
1443491700,1555.663889,A
1443492060,1297.297222,A
1443492420,1471.194444,A
1443492720,1483.665,A
1443492780,1568.54,A
1443493140,1608.965476,A
1443493440,1620.441667,A
1443493500,1514.008333,A
1443493860,1596.647222,A
1443494220,1605.338889,A
1443494580,1592.069444,A
1443494940,1616.268056,A
1443495300,1717.230556,A
1443495660,1219.941667,A
1443496020,1567.783333,A
1443496380,1783.008333,A
1443496740,1706.665278,A
1443497100,1828.831944,A
1443497160,1831.82877,A
1443497400,1836.12377,A
1443497460,1793.758056,A
1443497820,1979.705291,A
1443498120,1988.674815,A
1443498180,1953.469259,A
1443498480,1959.128148,A
1443498540,2228.893889,A
1443498900,2425.422222,A
1443499260,1476.111111,A
1443499620,2170.638889,A
1443499920,2180.041111,A
1443499980,2405.632778,A
1443500340,2618.722619,A
1443500700,2625.902778,A
1443501060,2780.419444,A
1443501420,2835.977778,A
1443501780,3001.755556,A
1443502140,3228.983333,A
1443502200,3229.209921,A
1443502500,3167.557143,A
1443502560,3154.905556,A
1443502860,2285.472778,A
1443503220,3270.733333,A
1443503580,3889.794444,A
1443503880,3906.505556,A
1443503940,4044.518981,A
1443504300,4296.902778,A
1443504660,4397.85,A
1443504960,4414.863889,A
1443505020,4366.275,A
1443505380,4580.036508,A
1443505440,4585.028571,A
1443505740,4696.315278,A
1443506100,4008.390278,A
1443506460,1910.406944,A
1443506820,4659.734722,A
1443507180,4988.048611,A
1443507540,5388.925,A
1443507900,5273.844444,A
1443508200,5289.225,A
1443508260,5026.813889,A
1443508620,5518.393651,A
1443508980,4882.255556,A
1443509280,4893.457778,A
1443509340,5289.155,A
1443509640,5276.482222,A
1443509700,4736.546111,A
1443510060,2110.404365,A
1443510360,2145.621032,A
1443510420,3840.013889,A
1443510780,4424.091468,A
1443511140,4337.330556,A
1443511500,4704.422222,A
1443511860,4453.883333,A
1443512220,4439.394444,A
1443512520,4450.794444,A
1443512580,4457.377778,A
1443512940,4556.588095,A
1443513300,4367.616667,A
1443513660,2428.680556,A
1443514020,4031.008333,A
1443514380,4432.455556,A
1443514740,4499.677778,A
1443515100,4648.358333,A
1443515400,4660.077778,A
1443515460,4601.811111,A
1443515820,5014.963889,A
1443516180,4381.791667,A
1443516480,4415.186667,A
1443516540,4467.747778,A
1443516900,3742.422222,A
1443517260,2501.713889,A
1443517620,4673.336111,A
1443517980,4964.65,A
1443518340,5067.252778,A
1443518700,5062.297222,A
1443519060,5120.897222,A
1443519420,4797.030556,A
1443519780,5022.577778,A
1443520080,5050.177222,A
1443520140,4966.427222,A
1443520500,4881.87619,A
1443520860,4049.266667,A
1443521220,4295.733333,A
1443521580,4268.188889,A
1443521940,4647.808333,A
1443522300,4550.152778,A
1443522660,4640.888889,A
1443522720,4619.782143,A
1443523020,4510.004444,A
1443523380,4441.038889,A
1443523680,4453.566111,A
1443523740,4425.268889,A
1443524100,3970.762698,A
1443524460,2813.080556,A
1443524820,4271.908333,A
1443525180,4714.136111,A
1443525540,5060.066667,A
1443525900,5235.738889,A
1443526260,5185.444444,A
1443526320,5148.887302,A
1443526620,5234.00119,A
1443526680,5360.480556,A
1443526980,5348.268333,A
1443527340,5128.497222,A
1443527700,5238.627778,A
1443528060,4180.158333,A
1443528420,5389.827778,A
1443528780,5503.630556,A
1443529140,5521.663889,A
1443529500,5861.477778,A
1443529560,5815.353571,A
1443529860,5450.051111,A
1443529920,5482.187222,A
1443530220,5413.545,A
1443530580,5292.327778,A
1443530940,5389.061111,A
1443531300,5369.375,A
1443531360,5198.42381,A
1443531660,3938.642619,A
1443531720,3913.075556,A
1443532020,4397.616111,A
1443532080,4439.755,A
1443532320,4469.518889,A
1443532380,4431.253889,A
1443532740,4799.164683,A
1443533100,4780.35,A
1443533160,4518.689286,A
1443533460,4623.850635,A
1443533520,4692.524444,A
1443533820,4488.883611,A
1443534180,4484.123611,A
1443534540,4647.154167,A
1443534600,4414.652717,A
1443534900,3868.627063,A
1443534960,3693.276667,A
1443535260,2605.603889,A
1443535320,2480.84,A
1443535620,3900.117778,A
1443535680,4232.773413,A
1443535980,4325.632222,A
1443536340,4476.025,A
1443536400,4415.146429,A
1443536700,4395.47,A
1443537060,4508.930185,A
1443537120,4411.927646,A
1443537420,4435.74209,A
1443537480,4478.257963,A
1443537780,4478.822407,A
1443538140,4528.516296,A
1443538200,4445.122487,A
1443538500,4050.250265,A
1443538560,4024.051852,A
1443538860,2769.997222,A
1443538920,2699.583333,A
1443539220,4106.766667,A
1443539280,4420.965079,A
1443539580,4665.148413,A
1443539640,4658.127778,A
1443539940,4840.37,A
1443540000,4852.940476,A
1443540300,4692.275556,A
1443540660,4863.355556,A
1443540720,4841.765079,A
1443541020,4722.965079,A
1443541080,4722.103968,A
1443541320,4734.573413,A
1443541380,4704.985,A
